name;id;sp_attack;sp_defense;speed;ability
Klink9;5662;45;60;30;Plus
Klang9;5663;70;85;50;Plus
Klinklang9;5664;70;85;90;Plus
Tynamo9;5665;45;40;60;Levitate
Eelektrik9;5666;75;70;40;Levitate
Eelektross9;5667;105;80;50;Levitate
Elgyem9;5668;85;55;30;Telepathy
Beheeyem9;5669;125;95;40;Telepathy
Litwick9;5670;65;55;20;Flash Fire
Lampent9;5671;95;60;55;Flash Fire
Chandelure9;5672;145;90;80;Flash Fire
Axew9;5673;30;40;57;Rivalry
Fraxure9;5674;40;50;67;Rivalry
Haxorus9;5675;60;70;97;Rivalry
Cubchoo9;5676;60;40;40;Snow Cloak
Beartic9;5677;70;80;50;Snow Cloak
Cryogonal9;5678;95;135;105;Levitate
Shelmet9;5679;40;65;25;Hydration
Accelgor9;5680;100;60;145;Hydration
Stunfisk9;5681;81;99;32;Static
Mienfoo9;5682;55;50;65;Inner Focus
Mienshao9;5683;95;60;105;Inner Focus
Druddigon9;5684;60;90;48;Rough Skin
Golett9;5685;35;50;35;Iron Fist
Golurk9;5686;55;80;55;Iron Fist
Pawniard9;5687;40;40;60;Defiant
Bisharp9;5688;60;70;70;Defiant
Bouffalant9;5689;40;95;55;Reckless
Rufflet9;5690;37;50;60;Keen Eye
Braviary9;5691;57;75;80;Keen Eye
Vullaby9;5692;45;65;60;Big Pecks
Mandibuzz9;5693;55;95;80;Big Pecks
Heatmor9;5694;105;66;65;Gluttony
Durant9;5695;48;48;109;Swarm
Deino9;5696;45;50;38;Hustle
Zweilous9;5697;65;70;58;Hustle
Bulbasaur10;5698;65;65;45;Overgrow
Ivysaur10;5699;80;80;60;Overgrow
Venusaur10;5700;122;120;80;Overgrow
Charmander10;5701;60;50;65;Blaze
Charmeleon10;5702;80;65;80;Blaze
Charizard10;5703;159;115;100;Blaze
Squirtle10;5704;50;64;43;Torrent
Wartortle10;5705;65;80;58;Torrent
Blastoise10;5706;135;115;78;Torrent
Caterpie10;5707;20;20;45;Shield Dust
Metapod10;5708;25;25;30;Shed Skin
Butterfree10;5709;90;80;70;Compoundeyes
Weedle10;5710;20;20;50;Shield Dust
Kakuna10;5711;25;25;35;Shed Skin
Beedrill10;5712;15;80;145;Swarm
Pidgey10;5713;35;35;56;Keen Eye
Pidgeotto10;5714;50;50;71;Keen Eye
Pidgeot10;5715;135;80;121;Keen Eye
Rattata10;5716;25;35;72;Run Away
Raticate10;5717;40;80;77;Run Away
Spearow10;5718;31;31;70;Keen Eye
Fearow10;5719;61;61;100;Keen Eye
Ekans10;5720;40;54;55;Intimidate
Arbok10;5721;65;79;80;Intimidate
Pikachu10;5722;50;50;90;Static
Raichu10;5723;95;85;110;Static
Sandshrew10;5724;10;35;40;Sand Veil
Sandslash10;5725;25;65;65;Sand Veil
Nidoran-h10;5726;40;40;41;Poison Point
Nidorina10;5727;55;55;56;Poison Point
Nidoqueen10;5728;75;85;76;Poison Point
Nidoran-m10;5729;40;40;50;Poison Point
Nidorino10;5730;55;55;65;Poison Point
Nidoking10;5731;85;75;85;Poison Point
Clefairy10;5732;60;65;35;Cute Charm
Clefable10;5733;95;90;60;Cute Charm
Vulpix10;5734;50;65;65;Flash Fire
Ninetales10;5735;81;100;109;Flash Fire
Jigglypuff10;5736;45;25;20;Cute Charm
Wigglytuff10;5737;85;50;45;Cute Charm
Zubat10;5738;30;40;55;Inner Focus
Golbat10;5739;65;75;90;Inner Focus
Oddish10;5740;75;65;30;Chlorophyll
Gloom10;5741;85;75;40;Chlorophyll
Vileplume10;5742;110;90;50;Chlorophyll
Paras10;5743;45;55;25;Effect Spore
Parasect10;5744;60;80;30;Effect Spore
Venonat10;5745;40;55;45;Compoundeyes
Venomoth10;5746;90;75;90;Shield Dust
Diglett10;5747;35;45;90;Sand Veil
Dugtrio10;5748;50;70;110;Sand Veil
Meowth10;5749;50;40;90;Pickup
Persian10;5750;75;65;115;Limber
Psyduck10;5751;65;50;55;Damp
Golduck10;5752;95;80;85;Damp
Mankey10;5753;35;45;70;Vital Spirit
Primeape10;5754;60;70;95;Vital Spirit
Growlithe10;5755;70;50;60;Intimidate
Arcanine10;5756;100;80;95;Intimidate
Poliwag10;5757;40;40;90;Water Absorb
Poliwhirl10;5758;50;50;90;Water Absorb
Poliwrath10;5759;70;90;70;Water Absorb
Abra10;5760;105;55;90;Synchronize
Kadabra10;5761;120;70;105;Synchronize
Alakazam10;5762;175;105;150;Synchronize
Machop10;5763;35;35;35;Guts
Machoke10;5764;50;60;45;Guts
Machamp10;5765;65;85;55;Guts
Bellsprout10;5766;70;30;40;Chlorophyll
Weepinbell10;5767;85;45;55;Chlorophyll
Victreebel10;5768;100;70;70;Chlorophyll
Tentacool10;5769;50;100;70;Clear Body
Tentacruel10;5770;80;120;100;Clear Body
Geodude10;5771;30;30;20;Rock Head
Graveler10;5772;45;45;35;Rock Head
Golem10;5773;55;65;45;Rock Head
Ponyta10;5774;65;65;90;Run Away
Rapidash10;5775;80;80;105;Run Away
Slowpoke10;5776;40;40;15;Oblivious
Slowbro10;5777;130;80;30;Oblivious
Magnemite10;5778;95;55;45;Magnet Pull
Magneton10;5779;120;70;70;Magnet Pull
Farfetch'd10;5780;58;62;60;Keen Eye
Doduo10;5781;35;35;75;Run Away
Dodrio10;5782;60;60;110;Run Away
Seel10;5783;45;70;45;Thick Fat
Dewgong10;5784;70;95;70;Thick Fat
Grimer10;5785;40;50;25;Stench
Muk10;5786;65;100;50;Stench
Shellder10;5787;45;25;40;Shell Armor
Cloyster10;5788;85;45;70;Shell Armor
Gastly10;5789;100;35;80;Levitate
Haunter10;5790;115;55;95;Levitate
Gengar10;5791;170;95;130;Cursed Body
Onix10;5792;30;45;70;Rock Head
Drowzee10;5793;43;90;42;Insomnia
Hypno10;5794;73;115;67;Insomnia
Krabby10;5795;25;25;50;Hyper Cutter
Kingler10;5796;50;50;75;Hyper Cutter
Voltorb10;5797;55;55;100;Soundproof
Electrode10;5798;80;80;150;Soundproof
Exeggcute10;5799;60;45;40;Chlorophyll
Exeggutor10;5800;125;75;45;Chlorophyll
Cubone10;5801;40;50;35;Rock Head
Marowak10;5802;50;80;45;Rock Head
Hitmonlee10;5803;35;110;87;Limber
Hitmonchan10;5804;35;110;76;Keen Eye
Lickitung10;5805;60;75;30;Own Tempo
Koffing10;5806;60;45;35;Levitate
Weezing10;5807;85;70;60;Levitate
Rhyhorn10;5808;30;30;25;Lightningrod
Rhydon10;5809;45;45;40;Lightningrod
Chansey10;5810;35;105;50;Natural Cure
Tangela10;5811;100;40;60;Chlorophyll
Kangaskhan10;5812;60;100;100;Early Bird
Horsea10;5813;70;25;60;Swift Swim
Seadra10;5814;95;45;85;Poison Point
Goldeen10;5815;35;50;63;Swift Swim
Seaking10;5816;65;80;68;Swift Swim
Staryu10;5817;70;55;85;Illuminate
Starmie10;5818;100;85;115;Illuminate
Mr. Mime10;5819;100;120;90;Soundproof
Scyther10;5820;55;80;105;Swarm
Jynx10;5821;115;95;95;Oblivious
Electabuzz10;5822;95;85;105;Static
Magmar10;5823;100;85;93;Flame Body
Pinsir10;5824;65;90;105;Hyper Cutter
Tauros10;5825;40;70;110;Intimidate
Magikarp10;5826;15;20;80;Swift Swim
Gyarados10;5827;70;130;81;Intimidate
Lapras10;5828;85;95;60;Water Absorb
Ditto10;5829;48;48;48;Limber
Eevee10;5830;45;65;55;Run Away
Vaporeon10;5831;110;95;65;Water Absorb
Jolteon10;5832;110;95;130;Volt Absorb
Flareon10;5833;95;110;65;Flash Fire
Porygon10;5834;85;75;40;Trace
Omanyte10;5835;90;55;35;Swift Swim
Omastar10;5836;115;70;55;Swift Swim
Kabuto10;5837;55;45;55;Swift Swim
Kabutops10;5838;65;70;80;Swift Swim
Aerodactyl10;5839;70;95;150;Rock Head
Snorlax10;5840;65;110;30;Immunity
Articuno10;5841;95;125;85;Pressure
Zapdos10;5842;125;90;100;Pressure
Moltres10;5843;125;85;90;Pressure
Dratini10;5844;50;50;50;Shed Skin
Dragonair10;5845;70;70;70;Shed Skin
Dragonite10;5846;100;100;80;Inner Focus
Mewtwo10;5847;194;120;140;Pressure
Mew10;5848;100;100;100;Synchronize
Chikorita10;5849;49;65;45;Overgrow
Bayleef10;5850;63;80;60;Overgrow
Meganium10;5851;83;100;80;Overgrow
Cyndaquil10;5852;60;50;65;Blaze
Quilava10;5853;80;65;80;Blaze
Typhlosion10;5854;109;85;100;Blaze
Totodile10;5855;44;48;43;Torrent
Croconaw10;5856;59;63;58;Torrent
Feraligatr10;5857;79;83;78;Torrent
Sentret10;5858;35;45;20;Run Away
Furret10;5859;45;55;90;Run Away
Hoothoot10;5860;36;56;50;Insomnia
Noctowl10;5861;86;96;70;Insomnia
Ledyba10;5862;40;80;55;Swarm
Ledian10;5863;55;110;85;Swarm
Spinarak10;5864;40;40;30;Swarm
Ariados10;5865;60;70;40;Swarm
Crobat10;5866;70;80;130;Inner Focus
Chinchou10;5867;56;56;67;Volt Absorb
Lanturn10;5868;76;76;67;Volt Absorb
Pichu10;5869;35;35;60;Static
Cleffa10;5870;45;55;15;Cute Charm
Igglybuff10;5871;40;20;15;Cute Charm
Togepi10;5872;40;65;20;Hustle
Togetic10;5873;80;105;40;Hustle
Natu10;5874;70;45;70;Synchronize
Xatu10;5875;95;70;95;Synchronize
Mareep10;5876;65;45;35;Static
Flaaffy10;5877;80;60;45;Static
Ampharos10;5878;165;110;45;Static
Bellossom10;5879;90;100;50;Chlorophyll
Marill10;5880;20;50;40;Thick Fat
Azumarill10;5881;60;80;50;Thick Fat
Sudowoodo10;5882;30;65;30;Sturdy
Politoed10;5883;90;100;70;Water Absorb
Hoppip10;5884;35;55;50;Chlorophyll
Skiploom10;5885;45;65;80;Chlorophyll
Jumpluff10;5886;55;95;110;Chlorophyll
Aipom10;5887;40;55;85;Run Away
Sunkern10;5888;30;30;30;Chlorophyll
Sunflora10;5889;105;85;30;Chlorophyll
Yanma10;5890;75;45;95;Speed Boost
Wooper10;5891;25;25;15;Damp
Quagsire10;5892;65;65;35;Damp
Espeon10;5893;130;95;110;Synchronize
Umbreon10;5894;60;130;65;Synchronize
Murkrow10;5895;85;42;91;Insomnia
Slowking10;5896;100;110;30;Oblivious
Misdreavus10;5897;85;85;85;Levitate
Unown10;5898;72;48;48;Levitate
Wobbuffet10;5899;33;58;33;Shadow Tag
Girafarig10;5900;90;65;85;Inner Focus
Pineco10;5901;35;35;15;Sturdy
Forretress10;5902;60;60;40;Sturdy
Dunsparce10;5903;65;65;45;Serene Grace
Gligar10;5904;35;65;85;Hyper Cutter
Steelix10;5905;55;95;30;Rock Head
Snubbull10;5906;40;40;30;Intimidate
Granbull10;5907;60;60;45;Intimidate
Qwilfish10;5908;55;55;85;Poison Point
Scizor10;5909;65;100;75;Swarm
Shuckle10;5910;10;230;5;Sturdy
Heracross10;5911;40;105;75;Swarm
Sneasel10;5912;35;75;115;Inner Focus
Teddiursa10;5913;50;50;40;Pickup
Ursaring10;5914;75;75;55;Guts
Slugma10;5915;70;40;20;Magma Armor
Magcargo10;5916;90;80;30;Magma Armor
Swinub10;5917;30;30;50;Oblivious
Piloswine10;5918;60;60;50;Oblivious
Corsola10;5919;65;95;35;Hustle
Remoraid10;5920;65;35;65;Hustle
Octillery10;5921;105;75;45;Suction Cups
Delibird10;5922;65;45;75;Vital Spirit
Mantine10;5923;80;140;70;Swift Swim
Skarmory10;5924;40;70;70;Keen Eye
Houndour10;5925;80;50;65;Early Bird
Houndoom10;5926;140;90;115;Early Bird
Kingdra10;5927;95;95;85;Swift Swim
Phanpy10;5928;40;40;40;Pickup
Donphan10;5929;60;60;50;Sturdy
Stantler10;5930;85;65;85;Intimidate
Smeargle10;5931;20;45;75;Own Tempo
Tyrogue10;5932;35;35;35;Guts
Hitmontop10;5933;35;110;70;Intimidate
Smoochum10;5934;85;65;65;Oblivious
Elekid10;5935;65;55;95;Static
Magby10;5936;70;55;83;Flame Body
Miltank10;5937;40;70;100;Thick Fat
Blissey10;5938;75;135;55;Natural Cure
Raikou10;5939;115;100;115;Pressure
Entei10;5940;90;75;100;Pressure
Suicune10;5941;90;115;85;Pressure
Larvitar10;5942;45;50;41;Guts
Pupitar10;5943;65;70;51;Shed Skin
Tyranitar10;5944;95;120;71;Sand Stream
Lugia10;5945;90;154;110;Pressure
Ho-Oh10;5946;110;154;90;Pressure
Celebi10;5947;100;100;100;Natural Cure
Treecko10;5948;65;55;70;Overgrow
Grovyle10;5949;85;65;95;Overgrow
Sceptile10;5950;145;85;145;Overgrow
Torchic10;5951;70;50;45;Blaze
Combusken10;5952;85;60;55;Blaze
Blaziken10;5953;130;80;100;Blaze
Mudkip10;5954;50;50;40;Torrent
Marshtomp10;5955;60;70;50;Torrent
Swampert10;5956;95;110;70;Torrent
Poochyena10;5957;30;30;35;Run Away
Mightyena10;5958;60;60;70;Intimidate
Zigzagoon10;5959;30;41;60;Pickup
Linoone10;5960;50;61;100;Pickup
Wurmple10;5961;20;30;20;Shield Dust
Silcoon10;5962;25;25;15;Shed Skin
Beautifly10;5963;100;50;65;Swarm
Cascoon10;5964;25;25;15;Shed Skin
Dustox10;5965;50;90;65;Shield Dust
Lotad10;5966;40;50;30;Swift Swim
Lombre10;5967;60;70;50;Swift Swim
Ludicolo10;5968;90;100;70;Swift Swim
Seedot10;5969;30;30;30;Chlorophyll
Nuzleaf10;5970;60;40;60;Chlorophyll
Shiftry10;5971;90;60;80;Chlorophyll
Taillow10;5972;30;30;85;Guts
Swellow10;5973;75;50;125;Guts
Wingull10;5974;55;30;85;Keen Eye
Pelipper10;5975;95;70;65;Keen Eye
Ralts10;5976;45;35;40;Synchronize
Kirlia10;5977;65;55;50;Synchronize
Gardevoir10;5978;165;135;100;Synchronize
Surskit10;5979;50;52;65;Swift Swim
Masquerain10;5980;100;82;80;Intimidate
Shroomish10;5981;40;60;35;Effect Spore
Breloom10;5982;60;60;70;Effect Spore
Slakoth10;5983;35;35;30;Truant
Vigoroth10;5984;55;55;90;Vital Spirit
Slaking10;5985;95;65;100;Truant
Nincada10;5986;30;30;40;Compoundeyes
Ninjask10;5987;50;50;160;Speed Boost
Shedinja10;5988;30;30;40;Wonder Guard
Whismur10;5989;51;23;28;Soundproof
Loudred10;5990;71;43;48;Soundproof
Exploud10;5991;91;73;68;Soundproof
Makuhita10;5992;20;30;25;Thick Fat
Hariyama10;5993;40;60;50;Thick Fat
Azurill10;5994;20;40;20;Thick Fat
Nosepass10;5995;45;90;30;Sturdy
Skitty10;5996;35;35;50;Cute Charm
Delcatty10;5997;55;55;90;Cute Charm
Sableye10;5998;85;115;20;Keen Eye
Mawile10;5999;55;95;50;Hyper Cutter
Aron10;6000;40;40;30;Sturdy
Lairon10;6001;50;50;40;Sturdy
Aggron10;6002;60;80;50;Sturdy
Meditite10;6003;40;55;60;Pure Power
Medicham10;6004;80;85;100;Pure Power
Electrike10;6005;65;40;65;Static
Manectric10;6006;135;80;135;Static
Plusle10;6007;85;75;95;Plus
Minun10;6008;75;85;95;Minus
Volbeat10;6009;47;85;85;Illuminate
Illumise10;6010;73;85;85;Oblivious
Roselia10;6011;100;80;65;Natural Cure
Gulpin10;6012;43;53;40;Liquid Ooze
Swalot10;6013;73;83;55;Liquid Ooze
Carvanha10;6014;65;20;65;Rough Skin
Sharpedo10;6015;110;65;105;Rough Skin
Wailmer10;6016;70;35;60;Water Veil
Wailord10;6017;90;45;60;Water Veil
Numel10;6018;65;45;35;Oblivious
Camerupt10;6019;145;105;20;Magma Armor
Torkoal10;6020;85;70;20;White Smoke
Spoink10;6021;70;80;60;Thick Fat
Grumpig10;6022;90;110;80;Thick Fat
Spinda10;6023;60;60;60;Own Tempo
Trapinch10;6024;45;45;10;Hyper Cutter
Vibrava10;6025;50;50;70;Levitate
Flygon10;6026;80;80;100;Levitate
Cacnea10;6027;85;40;35;Sand Veil
Cacturne10;6028;115;60;55;Sand Veil
Swablu10;6029;40;75;50;Natural Cure
Altaria10;6030;110;105;80;Natural Cure
Zangoose10;6031;60;60;90;Immunity
Seviper10;6032;100;60;65;Shed Skin
Lunatone10;6033;95;85;70;Levitate
Solrock10;6034;55;65;70;Levitate
Barboach10;6035;46;41;60;Oblivious
Whiscash10;6036;76;71;60;Oblivious
Corphish10;6037;50;35;35;Hyper Cutter
Crawdaunt10;6038;90;55;55;Hyper Cutter
Baltoy10;6039;40;70;55;Levitate
Claydol10;6040;70;120;75;Levitate
Lileep10;6041;61;87;23;Suction Cups
Cradily10;6042;81;107;43;Suction Cups
Anorith10;6043;40;50;75;Battle Armor
Armaldo10;6044;70;80;45;Battle Armor
Feebas10;6045;10;55;80;Swift Swim
Milotic10;6046;100;125;81;Marvel Scale
Castform10;6047;70;70;70;Forecast
Kecleon10;6048;60;120;40;Color Change
Shuppet10;6049;63;33;45;Insomnia
Banette10;6050;93;83;75;Insomnia
Duskull10;6051;30;90;25;Levitate
Dusclops10;6052;60;130;25;Pressure
Tropius10;6053;72;87;51;Chlorophyll
Chimecho10;6054;95;90;65;Levitate
Absol10;6055;115;60;115;Pressure
Wynaut10;6056;23;48;23;Shadow Tag
Snorunt10;6057;50;50;50;Inner Focus
Glalie10;6058;120;80;100;Inner Focus
Spheal10;6059;55;50;25;Thick Fat
Sealeo10;6060;75;70;45;Thick Fat
Walrein10;6061;95;90;65;Thick Fat
Clamperl10;6062;74;55;32;Shell Armor
Huntail10;6063;94;75;52;Swift Swim
Gorebyss10;6064;114;75;52;Swift Swim
Relicanth10;6065;45;65;55;Swift Swim
Luvdisc10;6066;40;65;97;Swift Swim
Bagon10;6067;40;30;50;Rock Head
Shelgon10;6068;60;50;50;Rock Head
Salamence10;6069;120;90;120;Intimidate
Beldum10;6070;35;60;30;Clear Body
Metang10;6071;55;80;50;Clear Body
Metagross10;6072;105;110;110;Clear Body
Regirock10;6073;50;100;50;Clear Body
Regice10;6074;100;200;50;Clear Body
Registeel10;6075;75;150;50;Clear Body
Latias10;6076;140;150;110;Levitate
Latios10;6077;160;120;110;Levitate
Kyogre10;6078;180;160;90;Drizzle
Groudon10;6079;150;90;90;Drought
Rayquaza10;6080;180;100;115;Air Lock
Jirachi10;6081;100;100;100;Serene Grace
Deoxys10;6082;95;90;180;Pressure
Turtwig10;6083;45;55;31;Overgrow
Grotle10;6084;55;65;36;Overgrow
Torterra10;6085;75;85;56;Overgrow
Chimchar10;6086;58;44;61;Blaze
Monferno10;6087;78;52;81;Blaze
Infernape10;6088;104;71;108;Blaze
Piplup10;6089;61;56;40;Torrent
Prinplup10;6090;81;76;50;Torrent
Empoleon10;6091;111;101;60;Torrent
Starly10;6092;30;30;60;Keen Eye
Staravia10;6093;40;40;80;Intimidate
Staraptor10;6094;50;60;100;Intimidate
Bidoof10;6095;35;40;31;Simple
Bibarel10;6096;55;60;71;Simple
Kricketot10;6097;25;41;25;Shed Skin
Kricketune10;6098;55;51;65;Swarm
Shinx10;6099;40;34;45;Rivalry
Luxio10;6100;60;49;60;Rivalry
Luxray10;6101;95;79;70;Rivalry
Budew10;6102;50;70;55;Natural Cure
Roserade10;6103;125;105;90;Natural Cure
Cranidos10;6104;30;30;58;Mold Breaker
Rampardos10;6105;65;50;58;Mold Breaker
Shieldon10;6106;42;88;30;Sturdy
Bastiodon10;6107;47;138;30;Sturdy
Burmy10;6108;29;45;36;Shed Skin
Wormadam10;6109;69;95;36;Anticipation
Mothim10;6110;94;50;66;Swarm
Combee10;6111;30;42;70;Honey Gather
Vespiquen10;6112;80;102;40;Pressure
Pachirisu10;6113;45;90;95;Run Away
Buizel10;6114;60;30;85;Swift Swim
Floatzel10;6115;85;50;115;Swift Swim
Cherubi10;6116;62;53;35;Chlorophyll
Cherrim10;6117;87;78;85;Flower Gift
Shellos10;6118;57;62;34;Sticky Hold
Gastrodon10;6119;92;82;39;Sticky Hold
Ambipom10;6120;60;66;115;Technician
Drifloon10;6121;60;44;70;Aftermath
Drifblim10;6122;90;54;80;Aftermath
Buneary10;6123;44;56;85;Run Away
Lopunny10;6124;54;96;135;Cute Charm
Mismagius10;6125;105;105;105;Levitate
Honchkrow10;6126;105;52;71;Insomnia
Glameow10;6127;42;37;85;Limber
Purugly10;6128;64;59;112;Thick Fat
Chingling10;6129;65;50;45;Levitate
Stunky10;6130;41;41;74;Stench
Skuntank10;6131;71;61;84;Stench
Bronzor10;6132;24;86;23;Levitate
Bronzong10;6133;79;116;33;Levitate
Bonsly10;6134;10;45;10;Sturdy
Mime Jr.10;6135;70;90;60;Soundproof
Happiny10;6136;15;65;30;Natural Cure
Chatot10;6137;92;42;91;Keen Eye
Spiritomb10;6138;92;108;35;Pressure
Gible10;6139;40;45;42;Sand Veil
Gabite10;6140;50;55;82;Sand Veil
Garchomp10;6141;120;95;92;Sand Veil
Munchlax10;6142;40;85;5;Pickup
Riolu10;6143;35;40;60;Steadfast
Lucario10;6144;140;70;112;Steadfast
Hippopotas10;6145;38;42;32;Sand Stream
Hippowdon10;6146;68;72;47;Sand Stream
Skorupi10;6147;30;55;65;Battle Armor
Drapion10;6148;60;75;95;Battle Armor
Croagunk10;6149;61;40;50;Anticipation
Toxicroak10;6150;86;65;85;Anticipation
Carnivine10;6151;90;72;46;Levitate
Finneon10;6152;49;61;66;Swift Swim
Lumineon10;6153;69;86;91;Swift Swim
Mantyke10;6154;60;120;50;Swift Swim
Snover10;6155;62;60;40;Snow Warning
Abomasnow10;6156;132;105;30;Snow Warning
Weavile10;6157;45;85;125;Pressure
Magnezone10;6158;130;90;60;Magnet Pull
Lickilicky10;6159;80;95;50;Own Tempo
Rhyperior10;6160;55;55;40;Lightningrod
Tangrowth10;6161;110;50;50;Chlorophyll
Electivire10;6162;95;85;95;Motor Drive
Magmortar10;6163;125;95;83;Flame Body
Togekiss10;6164;120;115;80;Hustle
Yanmega10;6165;116;56;95;Speed Boost
Leafeon10;6166;60;65;95;Leaf Guard
Glaceon10;6167;130;95;65;Snow Cloak
Gliscor10;6168;45;75;95;Hyper Cutter
Mamoswine10;6169;70;60;80;Oblivious
Porygon-Z10;6170;135;75;90;Adaptability
Gallade10;6171;65;115;110;Steadfast
Probopass10;6172;75;150;40;Sturdy
Dusknoir10;6173;65;135;45;Pressure
Froslass10;6174;80;70;110;Snow Cloak
Rotom10;6175;105;107;86;Levitate
Uxie10;6176;75;130;95;Levitate
Mesprit10;6177;105;105;80;Levitate
Azelf10;6178;125;70;115;Levitate
Dialga10;6179;150;100;90;Pressure
Palkia10;6180;150;120;100;Pressure
Heatran10;6181;130;106;77;Flash Fire
Regigigas10;6182;80;110;100;Slow Start
Giratina10;6183;120;100;90;Pressure
Cresselia10;6184;75;130;85;Levitate
Phione10;6185;80;80;80;Hydration
Manaphy10;6186;100;100;100;Hydration
Darkrai10;6187;135;90;125;Bad Dreams
Shaymin10;6188;120;75;127;Natural Cure
Arceus10;6189;120;120;120;Multitype
Victini10;6190;100;100;100;Victory Star
Snivy10;6191;45;55;63;Overgrow
Servine10;6192;60;75;83;Overgrow
Serperior10;6193;75;95;113;Overgrow
Tepig10;6194;45;45;45;Blaze
Pignite10;6195;70;55;55;Blaze
Emboar10;6196;100;65;65;Blaze
Oshawott10;6197;63;45;45;Torrent
Dewott10;6198;83;60;60;Torrent
Samurott10;6199;108;70;70;Torrent
Patrat10;6200;35;39;42;Run Away
Watchog10;6201;60;69;77;Illuminate
Lillipup10;6202;25;45;55;Vital Spirit
Herdier10;6203;35;65;60;Intimidate
Stoutland10;6204;45;90;80;Intimidate
Purrloin10;6205;50;37;66;Limber
Liepard10;6206;88;50;106;Limber
Pansage10;6207;53;48;64;Gluttony
Simisage10;6208;98;63;101;Gluttony
Pansear10;6209;53;48;64;Gluttony
Simisear10;6210;98;63;101;Gluttony
Panpour10;6211;53;48;64;Gluttony
Simipour10;6212;98;63;101;Gluttony
Munna10;6213;67;55;24;Forewarn
Musharna10;6214;107;95;29;Forewarn
Pidove10;6215;36;30;43;Big Pecks
Tranquill10;6216;50;42;65;Big Pecks
Unfezant10;6217;65;55;93;Big Pecks
Blitzle10;6218;50;32;76;Lightningrod
Zebstrika10;6219;80;63;116;Lightningrod
Roggenrola10;6220;25;25;15;Sturdy
Boldore10;6221;50;40;20;Sturdy
Gigalith10;6222;60;80;25;Sturdy
Woobat10;6223;55;43;72;Unaware
Swoobat10;6224;77;55;114;Unaware
Drilbur10;6225;30;45;68;Sand Rush
Excadrill10;6226;50;65;88;Sand Rush
Audino10;6227;80;126;50;Healer
Timburr10;6228;25;35;35;Guts
Gurdurr10;6229;40;50;40;Guts
Conkeldurr10;6230;55;65;45;Guts
Tympole10;6231;50;40;64;Swift Swim
Palpitoad10;6232;65;55;69;Swift Swim
Seismitoad10;6233;85;75;74;Swift Swim
Throh10;6234;30;85;45;Guts
Sawk10;6235;30;75;85;Sturdy
Sewaddle10;6236;40;60;42;Swarm
Swadloon10;6237;50;80;42;Leaf Guard
Leavanny10;6238;70;80;92;Swarm
Venipede10;6239;30;39;57;Poison Point
Whirlipede10;6240;40;79;47;Poison Point
Scolipede10;6241;55;69;112;Poison Point
Cottonee10;6242;37;50;66;Prankster
Whimsicott10;6243;77;75;116;Prankster
Petilil10;6244;70;50;30;Chlorophyll
Lilligant10;6245;110;75;90;Chlorophyll
Basculin10;6246;80;55;98;Reckless
Sandile10;6247;35;35;65;Intimidate
Krokorok10;6248;45;45;74;Intimidate
Krookodile10;6249;65;70;92;Intimidate
Darumaka10;6250;15;45;50;Hustle
Darmanitan10;6251;140;105;55;Sheer Force
Maractus10;6252;106;67;60;Water Absorb
Dwebble10;6253;35;35;55;Sturdy
Crustle10;6254;65;75;45;Sturdy
Scraggy10;6255;35;70;48;Shed Skin
Scrafty10;6256;45;115;58;Shed Skin
Sigilyph10;6257;103;80;97;Wonder Skin 
Yamask10;6258;55;65;30;Mummy
Cofagrigus10;6259;95;105;30;Mummy
Tirtouga10;6260;53;45;22;Solid Rock
Carracosta10;6261;83;65;32;Solid Rock
Archen10;6262;74;45;70;Defeatist
Archeops10;6263;112;65;110;Defeatist
Trubbish10;6264;40;62;65;Stench
Garbodor10;6265;60;82;75;Stench
Zorua10;6266;80;40;65;Illusion
Zoroark10;6267;120;60;105;Illusion
Minccino10;6268;40;40;75;Cute Charm
Cinccino10;6269;65;60;115;Cute Charm
Gothita10;6270;55;65;45;Frisk
Gothorita10;6271;75;85;55;Frisk
Gothitelle10;6272;95;110;65;Frisk
Solosis10;6273;105;50;20;Overcoat
Duosion10;6274;125;60;30;Overcoat
Reuniclus10;6275;125;85;30;Overcoat
Ducklett10;6276;44;50;55;Keen Eye
Swanna10;6277;87;63;98;Keen Eye
Vanillite10;6278;65;60;44;Ice Body
Vanillish10;6279;80;75;59;Ice Body
Vanilluxe10;6280;110;95;79;Ice Body
Deerling10;6281;40;50;75;Chlorophyll
Sawsbuck10;6282;60;70;95;Chlorophyll
Emolga10;6283;75;60;103;Static
Karrablast10;6284;40;45;60;Swarm
Escavalier10;6285;60;105;20;Swarm
Foongus10;6286;55;55;15;Effect Spore
Amoonguss10;6287;85;80;30;Effect Spore
Frillish10;6288;65;85;40;Water Absorb
Jellicent10;6289;85;105;60;Water Absorb
Alomomola10;6290;40;45;65;Healer
Joltik10;6291;57;50;65;Compoundeyes
Galvantula10;6292;97;60;108;Compoundeyes
Ferroseed10;6293;24;86;10;Iron Barbs
Ferrothorn10;6294;54;116;20;Iron Barbs
Klink10;6295;45;60;30;Plus
Klang10;6296;70;85;50;Plus
Klinklang10;6297;70;85;90;Plus
Tynamo10;6298;45;40;60;Levitate
Eelektrik10;6299;75;70;40;Levitate
Eelektross10;6300;105;80;50;Levitate
Elgyem10;6301;85;55;30;Telepathy
Beheeyem10;6302;125;95;40;Telepathy
